review_month,issue_category,review_count,previous_month_count,growth_count,growth_rate_percent
2017-10,Positive feedback,101,75.0,26.0,34.66666666666667
2017-11,Positive feedback,86,101.0,-15.0,-14.85148514851485
2017-12,Positive feedback,95,86.0,9.0,10.465116279069768
2018-01,Positive feedback,102,95.0,7.0,7.368421052631578
2018-02,Positive feedback,104,102.0,2.0,1.9607843137254901
2018-03,Positive feedback,99,104.0,-5.0,-4.807692307692308
2018-04,Positive feedback,93,99.0,-6.0,-6.0606060606060606
2018-05,Positive feedback,83,93.0,-10.0,-10.75268817204301
2018-06,Positive feedback,112,83.0,29.0,34.93975903614458
2018-07,Positive feedback,102,112.0,-10.0,-8.928571428571429
2018-08,Positive feedback,108,102.0,6.0,5.88235294117647
2018-09,Positive feedback,78,108.0,-30.0,-27.77777777777778
2018-10,Positive feedback,84,78.0,6.0,7.6923076923076925
2018-11,Positive feedback,89,84.0,5.0,5.952380952380952
2018-12,Positive feedback,94,89.0,5.0,5.617977528089887
2019-01,Positive feedback,137,94.0,43.0,45.744680851063826
2019-02,Positive feedback,89,137.0,-48.0,-35.03649635036496
2019-03,Positive feedback,99,89.0,10.0,11.235955056179774
2019-04,Positive feedback,115,99.0,16.0,16.161616161616163
2019-05,Positive feedback,119,115.0,4.0,3.4782608695652173
2019-06,Positive feedback,127,119.0,8.0,6.722689075630252
2019-07,Positive feedback,152,127.0,25.0,19.68503937007874
2019-08,Positive feedback,111,152.0,-41.0,-26.973684210526315
2019-09,Positive feedback,130,111.0,19.0,17.117117117117118
2019-10,Positive feedback,136,130.0,6.0,4.615384615384616
2019-11,Positive feedback,137,136.0,1.0,0.7352941176470588
2019-12,Positive feedback,157,137.0,20.0,14.5985401459854
2020-01,Positive feedback,206,157.0,49.0,31.210191082802545
2020-02,Positive feedback,177,206.0,-29.0,-14.077669902912621
2020-03,Positive feedback,132,177.0,-45.0,-25.423728813559322
2020-04,Positive feedback,102,132.0,-30.0,-22.727272727272727
2020-05,Positive feedback,119,102.0,17.0,16.666666666666664
2020-06,Positive feedback,140,119.0,21.0,17.647058823529413
2020-07,Positive feedback,172,140.0,32.0,22.857142857142858
2020-08,Positive feedback,168,172.0,-4.0,-2.3255813953488373
2020-09,Positive feedback,161,168.0,-7.0,-4.166666666666666
2020-10,Positive feedback,151,161.0,-10.0,-6.211180124223603
2020-11,Positive feedback,155,151.0,4.0,2.6490066225165565
2020-12,Positive feedback,163,155.0,8.0,5.161290322580645
2021-01,Positive feedback,181,163.0,18.0,11.042944785276074
2021-02,Positive feedback,155,181.0,-26.0,-14.3646408839779
2021-03,Positive feedback,174,155.0,19.0,12.258064516129032
2021-04,Positive feedback,155,174.0,-19.0,-10.919540229885058
2021-05,Positive feedback,161,155.0,6.0,3.870967741935484
2021-06,Positive feedback,157,161.0,-4.0,-2.484472049689441
2021-07,Positive feedback,154,157.0,-3.0,-1.910828025477707
2021-08,Positive feedback,130,154.0,-24.0,-15.584415584415584
2021-09,Positive feedback,107,130.0,-23.0,-17.692307692307693
2021-10,Positive feedback,92,107.0,-15.0,-14.018691588785046
2021-11,Positive feedback,81,92.0,-11.0,-11.956521739130435
2021-12,Positive feedback,75,81.0,-6.0,-7.4074074074074066
2022-01,Positive feedback,88,75.0,13.0,17.333333333333336
2022-02,Positive feedback,57,88.0,-31.0,-35.22727272727273
2022-03,Positive feedback,82,57.0,25.0,43.859649122807014
2022-04,Positive feedback,73,82.0,-9.0,-10.975609756097562
2022-05,Positive feedback,64,73.0,-9.0,-12.32876712328767
2022-06,Positive feedback,52,64.0,-12.0,-18.75
2022-07,Positive feedback,64,52.0,12.0,23.076923076923077
2022-08,Positive feedback,71,64.0,7.0,10.9375
2022-09,Positive feedback,52,71.0,-19.0,-26.76056338028169
2022-10,Positive feedback,56,52.0,4.0,7.6923076923076925
2022-11,Positive feedback,43,56.0,-13.0,-23.214285714285715
2022-12,Positive feedback,39,43.0,-4.0,-9.30232558139535
2023-01,Positive feedback,50,39.0,11.0,28.205128205128204
2023-02,Positive feedback,25,50.0,-25.0,-50.0
2023-03,Positive feedback,20,25.0,-5.0,-20.0
2002-12,Price or value issue,1,,,
2003-04,Price or value issue,1,1.0,0.0,0.0
2004-02,Price or value issue,1,1.0,0.0,0.0
2004-08,Price or value issue,1,1.0,0.0,0.0
2005-12,Price or value issue,1,1.0,0.0,0.0
2007-09,Price or value issue,1,1.0,0.0,0.0
2007-10,Price or value issue,1,1.0,0.0,0.0
2007-11,Price or value issue,1,1.0,0.0,0.0
2008-04,Price or value issue,1,1.0,0.0,0.0
2008-10,Price or value issue,1,1.0,0.0,0.0
2009-01,Price or value issue,1,1.0,0.0,0.0
2009-07,Price or value issue,1,1.0,0.0,0.0
2009-12,Price or value issue,1,1.0,0.0,0.0
2010-01,Price or value issue,1,1.0,0.0,0.0
2010-08,Price or value issue,1,1.0,0.0,0.0
2010-09,Price or value issue,1,1.0,0.0,0.0
2011-01,Price or value issue,1,1.0,0.0,0.0
2011-02,Price or value issue,1,1.0,0.0,0.0
2011-10,Price or value issue,1,1.0,0.0,0.0
2012-01,Price or value issue,2,1.0,1.0,100.0
2012-05,Price or value issue,1,2.0,-1.0,-50.0
2012-12,Price or value issue,2,1.0,1.0,100.0
2013-01,Price or value issue,2,2.0,0.0,0.0
2013-02,Price or value issue,1,2.0,-1.0,-50.0
2013-03,Price or value issue,1,1.0,0.0,0.0
2013-04,Price or value issue,2,1.0,1.0,100.0
2013-06,Price or value issue,1,2.0,-1.0,-50.0
2013-07,Price or value issue,2,1.0,1.0,100.0
2013-08,Price or value issue,2,2.0,0.0,0.0
2013-09,Price or value issue,3,2.0,1.0,50.0
2013-11,Price or value issue,1,3.0,-2.0,-66.66666666666666
2013-12,Price or value issue,3,1.0,2.0,200.0
2014-01,Price or value issue,2,3.0,-1.0,-33.33333333333333
2014-02,Price or value issue,3,2.0,1.0,50.0
2014-03,Price or value issue,2,3.0,-1.0,-33.33333333333333
2014-04,Price or value issue,3,2.0,1.0,50.0
2014-05,Price or value issue,2,3.0,-1.0,-33.33333333333333
2014-07,Price or value issue,2,2.0,0.0,0.0
2014-08,Price or value issue,4,2.0,2.0,100.0
2014-09,Price or value issue,1,4.0,-3.0,-75.0
2014-10,Price or value issue,3,1.0,2.0,200.0
2014-11,Price or value issue,4,3.0,1.0,33.33333333333333
2014-12,Price or value issue,3,4.0,-1.0,-25.0
2015-01,Price or value issue,1,3.0,-2.0,-66.66666666666666
2015-02,Price or value issue,3,1.0,2.0,200.0
2015-03,Price or value issue,4,3.0,1.0,33.33333333333333
2015-04,Price or value issue,5,4.0,1.0,25.0
2015-05,Price or value issue,4,5.0,-1.0,-20.0
2015-06,Price or value issue,3,4.0,-1.0,-25.0
2015-07,Price or value issue,4,3.0,1.0,33.33333333333333
2015-08,Price or value issue,4,4.0,0.0,0.0
2015-09,Price or value issue,7,4.0,3.0,75.0
2015-10,Price or value issue,6,7.0,-1.0,-14.285714285714285
2015-11,Price or value issue,8,6.0,2.0,33.33333333333333
2015-12,Price or value issue,10,8.0,2.0,25.0
2016-01,Price or value issue,9,10.0,-1.0,-10.0
2016-02,Price or value issue,7,9.0,-2.0,-22.22222222222222
2016-03,Price or value issue,8,7.0,1.0,14.285714285714285
2016-04,Price or value issue,3,8.0,-5.0,-62.5
2016-05,Price or value issue,10,3.0,7.0,233.33333333333334
2016-06,Price or value issue,6,10.0,-4.0,-40.0
2016-07,Price or value issue,7,6.0,1.0,16.666666666666664
2016-08,Price or value issue,13,7.0,6.0,85.71428571428571
2016-09,Price or value issue,8,13.0,-5.0,-38.46153846153847
2016-10,Price or value issue,7,8.0,-1.0,-12.5
2016-11,Price or value issue,9,7.0,2.0,28.57142857142857
2016-12,Price or value issue,11,9.0,2.0,22.22222222222222
2017-01,Price or value issue,16,11.0,5.0,45.45454545454545
2017-02,Price or value issue,11,16.0,-5.0,-31.25
2017-03,Price or value issue,15,11.0,4.0,36.36363636363637
2017-04,Price or value issue,6,15.0,-9.0,-60.0
2017-05,Price or value issue,7,6.0,1.0,16.666666666666664
2017-06,Price or value issue,3,7.0,-4.0,-57.14285714285714
2017-07,Price or value issue,10,3.0,7.0,233.33333333333334
2017-08,Price or value issue,5,10.0,-5.0,-50.0
2017-09,Price or value issue,9,5.0,4.0,80.0
2017-10,Price or value issue,4,9.0,-5.0,-55.55555555555556
2017-11,Price or value issue,3,4.0,-1.0,-25.0
2017-12,Price or value issue,7,3.0,4.0,133.33333333333331
2018-01,Price or value issue,9,7.0,2.0,28.57142857142857
2018-02,Price or value issue,2,9.0,-7.0,-77.77777777777779
2018-03,Price or value issue,15,2.0,13.0,650.0
2018-04,Price or value issue,8,15.0,-7.0,-46.666666666666664
2018-05,Price or value issue,6,8.0,-2.0,-25.0
2018-06,Price or value issue,7,6.0,1.0,16.666666666666664
2018-07,Price or value issue,6,7.0,-1.0,-14.285714285714285
2018-08,Price or value issue,5,6.0,-1.0,-16.666666666666664
2018-09,Price or value issue,11,5.0,6.0,120.0
2018-10,Price or value issue,4,11.0,-7.0,-63.63636363636363
2018-11,Price or value issue,7,4.0,3.0,75.0
2018-12,Price or value issue,8,7.0,1.0,14.285714285714285
2019-01,Price or value issue,11,8.0,3.0,37.5
2019-02,Price or value issue,8,11.0,-3.0,-27.27272727272727
2019-03,Price or value issue,12,8.0,4.0,50.0
2019-04,Price or value issue,11,12.0,-1.0,-8.333333333333332
2019-05,Price or value issue,14,11.0,3.0,27.27272727272727
2019-06,Price or value issue,6,14.0,-8.0,-57.14285714285714
2019-07,Price or value issue,20,6.0,14.0,233.33333333333334
2019-08,Price or value issue,12,20.0,-8.0,-40.0
2019-09,Price or value issue,19,12.0,7.0,58.333333333333336
2019-10,Price or value issue,9,19.0,-10.0,-52.63157894736842
2019-11,Price or value issue,13,9.0,4.0,44.44444444444444
2019-12,Price or value issue,13,13.0,0.0,0.0
2020-01,Price or value issue,13,13.0,0.0,0.0
2020-02,Price or value issue,16,13.0,3.0,23.076923076923077
2020-03,Price or value issue,13,16.0,-3.0,-18.75
2020-04,Price or value issue,10,13.0,-3.0,-23.076923076923077
2020-05,Price or value issue,9,10.0,-1.0,-10.0
2020-06,Price or value issue,6,9.0,-3.0,-33.33333333333333
2020-07,Price or value issue,20,6.0,14.0,233.33333333333334
2020-08,Price or value issue,22,20.0,2.0,10.0
2020-09,Price or value issue,19,22.0,-3.0,-13.636363636363635
2020-10,Price or value issue,23,19.0,4.0,21.052631578947366
2020-11,Price or value issue,25,23.0,2.0,8.695652173913043
2020-12,Price or value issue,18,25.0,-7.0,-28.000000000000004
2021-01,Price or value issue,20,18.0,2.0,11.11111111111111
2021-02,Price or value issue,16,20.0,-4.0,-20.0
2021-03,Price or value issue,14,16.0,-2.0,-12.5
2021-04,Price or value issue,26,14.0,12.0,85.71428571428571
2021-05,Price or value issue,13,26.0,-13.0,-50.0
2021-06,Price or value issue,13,13.0,0.0,0.0
2021-07,Price or value issue,12,13.0,-1.0,-7.6923076923076925
2021-08,Price or value issue,20,12.0,8.0,66.66666666666666
2021-09,Price or value issue,8,20.0,-12.0,-60.0
2021-10,Price or value issue,12,8.0,4.0,50.0
2021-11,Price or value issue,7,12.0,-5.0,-41.66666666666667
2021-12,Price or value issue,8,7.0,1.0,14.285714285714285
2022-01,Price or value issue,9,8.0,1.0,12.5
2022-02,Price or value issue,3,9.0,-6.0,-66.66666666666666
2022-03,Price or value issue,9,3.0,6.0,200.0
2022-04,Price or value issue,14,9.0,5.0,55.55555555555556
2022-05,Price or value issue,8,14.0,-6.0,-42.857142857142854
2022-06,Price or value issue,4,8.0,-4.0,-50.0
2022-07,Price or value issue,6,4.0,2.0,50.0
2022-08,Price or value issue,9,6.0,3.0,50.0
2022-09,Price or value issue,3,9.0,-6.0,-66.66666666666666
2022-10,Price or value issue,6,3.0,3.0,100.0
2022-11,Price or value issue,8,6.0,2.0,33.33333333333333
2022-12,Price or value issue,6,8.0,-2.0,-25.0
2023-01,Price or value issue,2,6.0,-4.0,-66.66666666666666
2023-02,Price or value issue,3,2.0,1.0,50.0
2023-03,Price or value issue,3,3.0,0.0,0.0
2003-03,Product quality or effectiveness,1,,,
2007-11,Product quality or effectiveness,1,1.0,0.0,0.0
2009-04,Product quality or effectiveness,1,1.0,0.0,0.0
2010-02,Product quality or effectiveness,1,1.0,0.0,0.0
2010-11,Product quality or effectiveness,1,1.0,0.0,0.0
2011-01,Product quality or effectiveness,1,1.0,0.0,0.0
2011-02,Product quality or effectiveness,1,1.0,0.0,0.0
2011-05,Product quality or effectiveness,1,1.0,0.0,0.0
2011-10,Product quality or effectiveness,2,1.0,1.0,100.0
2011-12,Product quality or effectiveness,1,2.0,-1.0,-50.0
2012-03,Product quality or effectiveness,1,1.0,0.0,0.0
2012-05,Product quality or effectiveness,1,1.0,0.0,0.0
2012-06,Product quality or effectiveness,1,1.0,0.0,0.0
2012-08,Product quality or effectiveness,1,1.0,0.0,0.0
2012-12,Product quality or effectiveness,1,1.0,0.0,0.0
2013-02,Product quality or effectiveness,1,1.0,0.0,0.0
2013-03,Product quality or effectiveness,1,1.0,0.0,0.0
2013-05,Product quality or effectiveness,2,1.0,1.0,100.0
2013-06,Product quality or effectiveness,1,2.0,-1.0,-50.0
2013-08,Product quality or effectiveness,2,1.0,1.0,100.0
2013-11,Product quality or effectiveness,1,2.0,-1.0,-50.0
2014-01,Product quality or effectiveness,3,1.0,2.0,200.0
2014-03,Product quality or effectiveness,1,3.0,-2.0,-66.66666666666666
2014-04,Product quality or effectiveness,1,1.0,0.0,0.0
2014-05,Product quality or effectiveness,1,1.0,0.0,0.0
2014-06,Product quality or effectiveness,1,1.0,0.0,0.0
2014-07,Product quality or effectiveness,1,1.0,0.0,0.0
2014-08,Product quality or effectiveness,1,1.0,0.0,0.0
2014-09,Product quality or effectiveness,1,1.0,0.0,0.0
2014-10,Product quality or effectiveness,6,1.0,5.0,500.0
2014-11,Product quality or effectiveness,1,6.0,-5.0,-83.33333333333334
2014-12,Product quality or effectiveness,2,1.0,1.0,100.0
2015-01,Product quality or effectiveness,3,2.0,1.0,50.0
2015-02,Product quality or effectiveness,3,3.0,0.0,0.0
2015-03,Product quality or effectiveness,5,3.0,2.0,66.66666666666666
2015-04,Product quality or effectiveness,5,5.0,0.0,0.0
2015-05,Product quality or effectiveness,1,5.0,-4.0,-80.0
2015-06,Product quality or effectiveness,2,1.0,1.0,100.0
2015-07,Product quality or effectiveness,5,2.0,3.0,150.0
2015-08,Product quality or effectiveness,3,5.0,-2.0,-40.0
2015-09,Product quality or effectiveness,4,3.0,1.0,33.33333333333333
2015-10,Product quality or effectiveness,6,4.0,2.0,50.0
2015-11,Product quality or effectiveness,4,6.0,-2.0,-33.33333333333333
2015-12,Product quality or effectiveness,7,4.0,3.0,75.0
2016-01,Product quality or effectiveness,7,7.0,0.0,0.0
2016-02,Product quality or effectiveness,10,7.0,3.0,42.857142857142854
2016-03,Product quality or effectiveness,9,10.0,-1.0,-10.0
2016-04,Product quality or effectiveness,9,9.0,0.0,0.0
2016-05,Product quality or effectiveness,10,9.0,1.0,11.11111111111111
2016-06,Product quality or effectiveness,7,10.0,-3.0,-30.0
2016-07,Product quality or effectiveness,8,7.0,1.0,14.285714285714285
2016-08,Product quality or effectiveness,7,8.0,-1.0,-12.5
2016-09,Product quality or effectiveness,1,7.0,-6.0,-85.71428571428571
2016-10,Product quality or effectiveness,8,1.0,7.0,700.0
2016-11,Product quality or effectiveness,7,8.0,-1.0,-12.5
2016-12,Product quality or effectiveness,14,7.0,7.0,100.0
2017-01,Product quality or effectiveness,11,14.0,-3.0,-21.428571428571427
2017-02,Product quality or effectiveness,11,11.0,0.0,0.0
2017-03,Product quality or effectiveness,8,11.0,-3.0,-27.27272727272727
2017-04,Product quality or effectiveness,8,8.0,0.0,0.0
2017-05,Product quality or effectiveness,7,8.0,-1.0,-12.5
2017-06,Product quality or effectiveness,4,7.0,-3.0,-42.857142857142854
2017-07,Product quality or effectiveness,7,4.0,3.0,75.0
2017-08,Product quality or effectiveness,5,7.0,-2.0,-28.57142857142857
2017-09,Product quality or effectiveness,8,5.0,3.0,60.0
2017-10,Product quality or effectiveness,6,8.0,-2.0,-25.0
2017-11,Product quality or effectiveness,6,6.0,0.0,0.0
2017-12,Product quality or effectiveness,6,6.0,0.0,0.0
2018-01,Product quality or effectiveness,15,6.0,9.0,150.0
2018-02,Product quality or effectiveness,3,15.0,-12.0,-80.0
2018-03,Product quality or effectiveness,12,3.0,9.0,300.0
2018-04,Product quality or effectiveness,6,12.0,-6.0,-50.0
2018-05,Product quality or effectiveness,11,6.0,5.0,83.33333333333334
2018-06,Product quality or effectiveness,10,11.0,-1.0,-9.090909090909092
2018-07,Product quality or effectiveness,11,10.0,1.0,10.0
2018-08,Product quality or effectiveness,8,11.0,-3.0,-27.27272727272727
2018-09,Product quality or effectiveness,10,8.0,2.0,25.0
2018-10,Product quality or effectiveness,10,10.0,0.0,0.0
2018-11,Product quality or effectiveness,10,10.0,0.0,0.0
2018-12,Product quality or effectiveness,18,10.0,8.0,80.0
2019-01,Product quality or effectiveness,10,18.0,-8.0,-44.44444444444444
2019-02,Product quality or effectiveness,11,10.0,1.0,10.0
2019-03,Product quality or effectiveness,13,11.0,2.0,18.181818181818183
2019-04,Product quality or effectiveness,14,13.0,1.0,7.6923076923076925
2019-05,Product quality or effectiveness,10,14.0,-4.0,-28.57142857142857
2019-06,Product quality or effectiveness,10,10.0,0.0,0.0
2019-07,Product quality or effectiveness,9,10.0,-1.0,-10.0
2019-08,Product quality or effectiveness,20,9.0,11.0,122.22222222222223
2019-09,Product quality or effectiveness,11,20.0,-9.0,-45.0
2019-10,Product quality or effectiveness,8,11.0,-3.0,-27.27272727272727
2019-11,Product quality or effectiveness,12,8.0,4.0,50.0
2019-12,Product quality or effectiveness,14,12.0,2.0,16.666666666666664
2020-01,Product quality or effectiveness,19,14.0,5.0,35.714285714285715
2020-02,Product quality or effectiveness,20,19.0,1.0,5.263157894736842
2020-03,Product quality or effectiveness,6,20.0,-14.0,-70.0
2020-04,Product quality or effectiveness,9,6.0,3.0,50.0
2020-05,Product quality or effectiveness,11,9.0,2.0,22.22222222222222
2020-06,Product quality or effectiveness,14,11.0,3.0,27.27272727272727
2020-07,Product quality or effectiveness,23,14.0,9.0,64.28571428571429
2020-08,Product quality or effectiveness,21,23.0,-2.0,-8.695652173913043
2020-09,Product quality or effectiveness,17,21.0,-4.0,-19.047619047619047
2020-10,Product quality or effectiveness,11,17.0,-6.0,-35.294117647058826
2020-11,Product quality or effectiveness,16,11.0,5.0,45.45454545454545
2020-12,Product quality or effectiveness,14,16.0,-2.0,-12.5
2021-01,Product quality or effectiveness,23,14.0,9.0,64.28571428571429
2021-02,Product quality or effectiveness,19,23.0,-4.0,-17.391304347826086
2021-03,Product quality or effectiveness,18,19.0,-1.0,-5.263157894736842
2021-04,Product quality or effectiveness,18,18.0,0.0,0.0
2021-05,Product quality or effectiveness,16,18.0,-2.0,-11.11111111111111
2021-06,Product quality or effectiveness,14,16.0,-2.0,-12.5
2021-07,Product quality or effectiveness,23,14.0,9.0,64.28571428571429
2021-08,Product quality or effectiveness,21,23.0,-2.0,-8.695652173913043
2021-09,Product quality or effectiveness,9,21.0,-12.0,-57.14285714285714
2021-10,Product quality or effectiveness,10,9.0,1.0,11.11111111111111
2021-11,Product quality or effectiveness,8,10.0,-2.0,-20.0
2021-12,Product quality or effectiveness,12,8.0,4.0,50.0
2022-01,Product quality or effectiveness,14,12.0,2.0,16.666666666666664
2022-02,Product quality or effectiveness,12,14.0,-2.0,-14.285714285714285
2022-03,Product quality or effectiveness,10,12.0,-2.0,-16.666666666666664
2022-04,Product quality or effectiveness,12,10.0,2.0,20.0
2022-05,Product quality or effectiveness,7,12.0,-5.0,-41.66666666666667
2022-06,Product quality or effectiveness,6,7.0,-1.0,-14.285714285714285
2022-07,Product quality or effectiveness,5,6.0,-1.0,-16.666666666666664
2022-08,Product quality or effectiveness,7,5.0,2.0,40.0
2022-09,Product quality or effectiveness,7,7.0,0.0,0.0
2022-10,Product quality or effectiveness,5,7.0,-2.0,-28.57142857142857
2022-11,Product quality or effectiveness,4,5.0,-1.0,-20.0
2022-12,Product quality or effectiveness,4,4.0,0.0,0.0
2023-01,Product quality or effectiveness,5,4.0,1.0,25.0
2023-02,Product quality or effectiveness,5,5.0,0.0,0.0
2023-03,Product quality or effectiveness,2,5.0,-3.0,-60.0
2007-01,Scent or fragrance issue,2,,,
2007-12,Scent or fragrance issue,1,2.0,-1.0,-50.0
2008-06,Scent or fragrance issue,1,1.0,0.0,0.0
2010-01,Scent or fragrance issue,1,1.0,0.0,0.0
2010-07,Scent or fragrance issue,1,1.0,0.0,0.0
2010-10,Scent or fragrance issue,2,1.0,1.0,100.0
2011-02,Scent or fragrance issue,1,2.0,-1.0,-50.0
2011-10,Scent or fragrance issue,2,1.0,1.0,100.0
2012-01,Scent or fragrance issue,1,2.0,-1.0,-50.0
2012-05,Scent or fragrance issue,1,1.0,0.0,0.0
2012-09,Scent or fragrance issue,1,1.0,0.0,0.0
2012-11,Scent or fragrance issue,1,1.0,0.0,0.0
2012-12,Scent or fragrance issue,2,1.0,1.0,100.0
2013-01,Scent or fragrance issue,3,2.0,1.0,50.0
2013-02,Scent or fragrance issue,1,3.0,-2.0,-66.66666666666666
2013-03,Scent or fragrance issue,3,1.0,2.0,200.0
2013-04,Scent or fragrance issue,3,3.0,0.0,0.0
2013-05,Scent or fragrance issue,2,3.0,-1.0,-33.33333333333333
2013-07,Scent or fragrance issue,2,2.0,0.0,0.0
2013-08,Scent or fragrance issue,1,2.0,-1.0,-50.0
2013-09,Scent or fragrance issue,3,1.0,2.0,200.0
2013-10,Scent or fragrance issue,1,3.0,-2.0,-66.66666666666666
2013-12,Scent or fragrance issue,1,1.0,0.0,0.0
2014-01,Scent or fragrance issue,2,1.0,1.0,100.0
2014-02,Scent or fragrance issue,3,2.0,1.0,50.0
2014-03,Scent or fragrance issue,3,3.0,0.0,0.0
2014-04,Scent or fragrance issue,2,3.0,-1.0,-33.33333333333333
2014-05,Scent or fragrance issue,4,2.0,2.0,100.0
2014-06,Scent or fragrance issue,3,4.0,-1.0,-25.0
2014-07,Scent or fragrance issue,3,3.0,0.0,0.0
2014-08,Scent or fragrance issue,5,3.0,2.0,66.66666666666666
2014-09,Scent or fragrance issue,4,5.0,-1.0,-20.0
2014-10,Scent or fragrance issue,2,4.0,-2.0,-50.0
2014-11,Scent or fragrance issue,6,2.0,4.0,200.0
2014-12,Scent or fragrance issue,8,6.0,2.0,33.33333333333333
2015-01,Scent or fragrance issue,8,8.0,0.0,0.0
2015-02,Scent or fragrance issue,6,8.0,-2.0,-25.0
2015-03,Scent or fragrance issue,8,6.0,2.0,33.33333333333333
2015-04,Scent or fragrance issue,3,8.0,-5.0,-62.5
2015-05,Scent or fragrance issue,8,3.0,5.0,166.66666666666669
2015-06,Scent or fragrance issue,8,8.0,0.0,0.0
2015-07,Scent or fragrance issue,8,8.0,0.0,0.0
2015-08,Scent or fragrance issue,8,8.0,0.0,0.0
2015-09,Scent or fragrance issue,7,8.0,-1.0,-12.5
2015-10,Scent or fragrance issue,9,7.0,2.0,28.57142857142857
2015-11,Scent or fragrance issue,5,9.0,-4.0,-44.44444444444444
2015-12,Scent or fragrance issue,14,5.0,9.0,180.0
2016-01,Scent or fragrance issue,11,14.0,-3.0,-21.428571428571427
2016-02,Scent or fragrance issue,12,11.0,1.0,9.090909090909092
2016-03,Scent or fragrance issue,14,12.0,2.0,16.666666666666664
2016-04,Scent or fragrance issue,9,14.0,-5.0,-35.714285714285715
2016-05,Scent or fragrance issue,11,9.0,2.0,22.22222222222222
2016-06,Scent or fragrance issue,15,11.0,4.0,36.36363636363637
2016-07,Scent or fragrance issue,14,15.0,-1.0,-6.666666666666667
2016-08,Scent or fragrance issue,7,14.0,-7.0,-50.0
2016-09,Scent or fragrance issue,11,7.0,4.0,57.14285714285714
2016-10,Scent or fragrance issue,12,11.0,1.0,9.090909090909092
2016-11,Scent or fragrance issue,12,12.0,0.0,0.0
2016-12,Scent or fragrance issue,14,12.0,2.0,16.666666666666664
2017-01,Scent or fragrance issue,12,14.0,-2.0,-14.285714285714285
2017-02,Scent or fragrance issue,15,12.0,3.0,25.0
2017-03,Scent or fragrance issue,9,15.0,-6.0,-40.0
2017-04,Scent or fragrance issue,17,9.0,8.0,88.88888888888889
2017-05,Scent or fragrance issue,21,17.0,4.0,23.52941176470588
2017-06,Scent or fragrance issue,9,21.0,-12.0,-57.14285714285714
2017-07,Scent or fragrance issue,14,9.0,5.0,55.55555555555556
2017-08,Scent or fragrance issue,10,14.0,-4.0,-28.57142857142857
2017-09,Scent or fragrance issue,6,10.0,-4.0,-40.0
2017-10,Scent or fragrance issue,14,6.0,8.0,133.33333333333331
2017-11,Scent or fragrance issue,9,14.0,-5.0,-35.714285714285715
2017-12,Scent or fragrance issue,12,9.0,3.0,33.33333333333333
2018-01,Scent or fragrance issue,13,12.0,1.0,8.333333333333332
2018-02,Scent or fragrance issue,12,13.0,-1.0,-7.6923076923076925
2018-03,Scent or fragrance issue,14,12.0,2.0,16.666666666666664
2018-04,Scent or fragrance issue,7,14.0,-7.0,-50.0
2018-05,Scent or fragrance issue,23,7.0,16.0,228.57142857142856
2018-06,Scent or fragrance issue,11,23.0,-12.0,-52.17391304347826
2018-07,Scent or fragrance issue,18,11.0,7.0,63.63636363636363
2018-08,Scent or fragrance issue,15,18.0,-3.0,-16.666666666666664
2018-09,Scent or fragrance issue,4,15.0,-11.0,-73.33333333333333
2018-10,Scent or fragrance issue,18,4.0,14.0,350.0
2018-11,Scent or fragrance issue,7,18.0,-11.0,-61.111111111111114
2018-12,Scent or fragrance issue,8,7.0,1.0,14.285714285714285
2019-01,Scent or fragrance issue,21,8.0,13.0,162.5
2019-02,Scent or fragrance issue,6,21.0,-15.0,-71.42857142857143
2019-03,Scent or fragrance issue,13,6.0,7.0,116.66666666666667
2019-04,Scent or fragrance issue,8,13.0,-5.0,-38.46153846153847
2019-05,Scent or fragrance issue,14,8.0,6.0,75.0
2019-06,Scent or fragrance issue,19,14.0,5.0,35.714285714285715
2019-07,Scent or fragrance issue,15,19.0,-4.0,-21.052631578947366
2019-08,Scent or fragrance issue,20,15.0,5.0,33.33333333333333
2019-09,Scent or fragrance issue,18,20.0,-2.0,-10.0
2019-10,Scent or fragrance issue,13,18.0,-5.0,-27.77777777777778
2019-11,Scent or fragrance issue,12,13.0,-1.0,-7.6923076923076925
2019-12,Scent or fragrance issue,21,12.0,9.0,75.0
2020-01,Scent or fragrance issue,43,21.0,22.0,104.76190476190477
2020-02,Scent or fragrance issue,38,43.0,-5.0,-11.627906976744185
2020-03,Scent or fragrance issue,30,38.0,-8.0,-21.052631578947366
2020-04,Scent or fragrance issue,19,30.0,-11.0,-36.666666666666664
2020-05,Scent or fragrance issue,24,19.0,5.0,26.31578947368421
2020-06,Scent or fragrance issue,23,24.0,-1.0,-4.166666666666666
2020-07,Scent or fragrance issue,24,23.0,1.0,4.3478260869565215
2020-08,Scent or fragrance issue,19,24.0,-5.0,-20.833333333333336
2020-09,Scent or fragrance issue,26,19.0,7.0,36.84210526315789
2020-10,Scent or fragrance issue,21,26.0,-5.0,-19.230769230769234
2020-11,Scent or fragrance issue,33,21.0,12.0,57.14285714285714
2020-12,Scent or fragrance issue,17,33.0,-16.0,-48.484848484848484
2021-01,Scent or fragrance issue,28,17.0,11.0,64.70588235294117
2021-02,Scent or fragrance issue,26,28.0,-2.0,-7.142857142857142
2021-03,Scent or fragrance issue,26,26.0,0.0,0.0
2021-04,Scent or fragrance issue,28,26.0,2.0,7.6923076923076925
